date,ticker,adjusted
2024-09-27,AAPL,227.7899932861328
2024-09-03,ABM,56.56204605102539
2024-09-04,ABM,55.755577087402344
2024-09-05,ABM,55.855140686035156
2024-09-06,ABM,51.06613540649414
2024-09-09,ABM,49.72202682495117
2024-09-10,ABM,49.70211410522461
2024-09-11,ABM,48.83591079711914
2024-09-12,ABM,49.13460159301758
2024-09-13,ABM,51.38473892211914
2024-09-16,ABM,51.763084411621094
2024-09-17,ABM,50.73757553100586
2024-09-18,ABM,50.7176628112793
2024-09-19,ABM,51.603782653808594
2024-09-20,ABM,51.852691650390625
2024-09-23,ABM,50.8769645690918
2024-09-24,ABM,50.05058670043945
2024-09-25,ABM,50.52849197387695
2024-09-26,ABM,51.504215240478516
2024-09-27,ABM,51.13582992553711
2024-09-03,ABR,13.260000228881836
2024-09-04,ABR,13.039999961853027
2024-09-05,ABR,13.09000015258789
2024-09-06,ABR,13.399999618530273
2024-09-09,ABR,13.470000267028809
2024-09-10,ABR,13.550000190734863
2024-09-11,ABR,13.4399995803833
2024-09-12,ABR,14.0
2024-09-13,ABR,14.460000038146973
2024-09-16,ABR,14.5600004196167
2024-09-17,ABR,14.680000305175781
2024-09-18,ABR,15.029999732971191
2024-09-19,ABR,15.15999984741211
2024-09-20,ABR,15.0
2024-09-23,ABR,15.1899995803833
2024-09-24,ABR,15.5
2024-09-25,ABR,15.229999542236328
2024-09-26,ABR,15.510000228881836
2024-09-27,ABR,15.65999984741211
2024-09-03,ABT,114.66000366210938
2024-09-04,ABT,114.4000015258789
2024-09-05,ABT,113.0999984741211
2024-09-06,ABT,113.86000061035156
2024-09-09,ABT,116.43000030517578
2024-09-10,ABT,117.11000061035156
2024-09-11,ABT,116.5999984741211
2024-09-12,ABT,116.83000183105469
2024-09-13,ABT,116.4000015258789
2024-09-16,ABT,117.62999725341797
2024-09-17,ABT,118.12999725341797
2024-09-18,ABT,114.87999725341797
2024-09-19,ABT,114.1500015258789
2024-09-20,ABT,113.69999694824219
2024-09-23,ABT,114.80999755859375
2024-09-24,ABT,113.33999633789062
2024-09-25,ABT,112.61000061035156
2024-09-26,ABT,112.7300033569336
2024-09-27,ABT,112.43000030517578
2024-09-03,AC,32.959999084472656
2024-09-04,AC,32.82500076293945
2024-09-05,AC,32.810001373291016
2024-09-06,AC,32.56100082397461
2024-09-09,AC,32.720001220703125
2024-09-10,AC,32.880001068115234
2024-09-11,AC,32.79999923706055
2024-09-12,AC,33.0
2024-09-13,AC,33.220001220703125
2024-09-16,AC,33.290000915527344
2024-09-17,AC,33.47999954223633
2024-09-18,AC,32.66999816894531
2024-09-19,AC,33.650001525878906
2024-09-20,AC,34.560001373291016
2024-09-23,AC,34.40999984741211
2024-09-24,AC,34.439998626708984
2024-09-25,AC,34.43000030517578
2024-09-26,AC,34.79999923706055
2024-09-27,AC,34.880001068115234
2024-09-03,ACAD,16.360000610351562
2024-09-04,ACAD,16.690000534057617
2024-09-05,ACAD,16.219999313354492
2024-09-06,ACAD,16.06999969482422
2024-09-09,ACAD,15.770000457763672
2024-09-10,ACAD,15.630000114440918
2024-09-11,ACAD,15.949999809265137
2024-09-12,ACAD,15.949999809265137
2024-09-13,ACAD,16.31999969482422
2024-09-16,ACAD,16.139999389648438
2024-09-17,ACAD,16.260000228881836
2024-09-18,ACAD,16.329999923706055
2024-09-19,ACAD,16.420000076293945
2024-09-20,ACAD,16.530000686645508
2024-09-23,ACAD,16.290000915527344
2024-09-24,ACAD,15.84000015258789
2024-09-25,ACAD,15.319999694824219
2024-09-26,ACAD,15.479999542236328
2024-09-27,ACAD,15.6899995803833
2024-09-03,ACDVF,11.220000267028809
2024-09-04,ACDVF,11.380000114440918
2024-09-05,ACDVF,11.460000038146973
2024-09-06,ACDVF,11.25
2024-09-09,ACDVF,11.119999885559082
2024-09-10,ACDVF,11.100000381469727
2024-09-11,ACDVF,11.350000381469727
2024-09-12,ACDVF,11.5649995803833
2024-09-13,ACDVF,11.640000343322754
2024-09-16,ACDVF,12.069999694824219
2024-09-17,ACDVF,12.130000114440918
2024-09-18,ACDVF,12.119999885559082
2024-09-19,ACDVF,12.039999961853027
2024-09-20,ACDVF,11.819999694824219
2024-09-23,ACDVF,11.800000190734863
2024-09-24,ACDVF,12.25
2024-09-25,ACDVF,11.949999809265137
2024-09-26,ACDVF,12.380000114440918
2024-09-27,ACDVF,12.220000267028809
2024-09-03,ACGL,113.25
2024-09-04,ACGL,113.31999969482422
2024-09-05,ACGL,112.19000244140625
2024-09-06,ACGL,110.44999694824219
2024-09-09,ACGL,111.7300033569336
2024-09-10,ACGL,111.27999877929688
2024-09-11,ACGL,109.75
2024-09-12,ACGL,110.26000213623047
2024-09-13,ACGL,112.0199966430664
2024-09-16,ACGL,114.22000122070312
2024-09-17,ACGL,113.95999908447266
2024-09-18,ACGL,113.04000091552734
2024-09-19,ACGL,111.41999816894531
2024-09-20,ACGL,113.23999786376953
2024-09-23,ACGL,113.66000366210938
2024-09-24,ACGL,113.3499984741211
2024-09-25,ACGL,113.06999969482422
2024-09-26,ACGL,112.56999969482422
2024-09-27,ACGL,113.41000366210938
2024-09-03,ACHC,78.20999908447266
2024-09-04,ACHC,79.16000366210938
2024-09-05,ACHC,78.13999938964844
2024-09-06,ACHC,76.45999908447266
2024-09-09,ACHC,76.31999969482422
2024-09-10,ACHC,76.33000183105469
2024-09-11,ACHC,77.11000061035156
2024-09-12,ACHC,77.37000274658203
2024-09-13,ACHC,78.2300033569336
2024-09-16,ACHC,79.33999633789062
2024-09-17,ACHC,77.7699966430664
2024-09-18,ACHC,77.94000244140625
2024-09-19,ACHC,77.44000244140625
2024-09-20,ACHC,76.4000015258789
2024-09-23,ACHC,76.18000030517578
2024-09-24,ACHC,76.61000061035156
2024-09-25,ACHC,75.69999694824219
2024-09-26,ACHC,75.66000366210938
2024-09-27,ACHC,63.279998779296875
2024-09-03,ACHL,0.7089999914169312
2024-09-04,ACHL,0.7049999833106995
2024-09-05,ACHL,0.7110000252723694
2024-09-06,ACHL,0.7200000286102295
2024-09-09,ACHL,0.7200000286102295
2024-09-10,ACHL,0.7149999737739563
2024-09-11,ACHL,0.699999988079071
2024-09-12,ACHL,0.7099999785423279
2024-09-13,ACHL,0.7229999899864197
2024-09-16,ACHL,0.7059999704360962
2024-09-17,ACHL,0.7080000042915344
2024-09-18,ACHL,0.7099999785423279
2024-09-19,ACHL,0.9399999976158142
2024-09-20,ACHL,1.0399999618530273
2024-09-23,ACHL,0.9760000109672546
2024-09-24,ACHL,0.949999988079071
2024-09-25,ACHL,0.9549999833106995
2024-09-26,ACHL,0.9819999933242798
2024-09-27,ACHL,1.0149999856948853
2024-09-03,ACHR,3.380000114440918
2024-09-04,ACHR,3.359999895095825
2024-09-05,ACHR,3.25
2024-09-06,ACHR,3.0999999046325684
2024-09-09,ACHR,3.2799999713897705
2024-09-10,ACHR,3.299999952316284
2024-09-11,ACHR,3.299999952316284
2024-09-12,ACHR,3.299999952316284
2024-09-13,ACHR,3.309999942779541
2024-09-16,ACHR,3.109999895095825
2024-09-17,ACHR,3.130000114440918
2024-09-18,ACHR,3.059999942779541
2024-09-19,ACHR,3.049999952316284
2024-09-20,ACHR,3.059999942779541
2024-09-23,ACHR,3.0399999618530273
2024-09-24,ACHR,3.0399999618530273
2024-09-25,ACHR,2.9100000858306885
2024-09-26,ACHR,2.9200000762939453
2024-09-27,ACHR,3.069999933242798
2024-09-03,ACIO,38.698062896728516
2024-09-04,ACIO,38.698062896728516
2024-09-05,ACIO,38.50826644897461
2024-09-06,ACIO,38.11868667602539
2024-09-09,ACIO,38.41836166381836
2024-09-10,ACIO,38.488285064697266
2024-09-11,ACIO,38.7879638671875
2024-09-12,ACIO,39.03769302368164
2024-09-13,ACIO,39.157562255859375
2024-09-16,ACIO,39.157562255859375
2024-09-17,ACIO,39.1475715637207
2024-09-18,ACIO,39.01771545410156
2024-09-19,ACIO,39.597084045410156
2024-09-20,ACIO,39.457237243652344
2024-09-23,ACIO,39.56711959838867
2024-09-24,ACIO,39.657020568847656
2024-09-25,ACIO,39.57710647583008
2024-09-26,ACIO,39.677001953125
2024-09-27,ACIO,39.59000015258789
2024-09-03,ACM,97.40068054199219
2024-09-04,ACM,96.22321319580078
2024-09-05,ACM,95.39498901367188
2024-09-06,ACM,93.84832000732422
2024-09-09,ACM,94.23748016357422
2024-09-10,ACM,94.79627990722656
2024-09-11,ACM,95.61451721191406
2024-09-12,ACM,96.322998046875
2024-09-13,ACM,97.6102294921875
2024-09-16,ACM,98.19896697998047
2024-09-17,ACM,97.3308334350586
2024-09-18,ACM,98.02932739257812
2024-09-19,ACM,101.02289581298828
2024-09-20,ACM,100.97300720214844
2024-09-23,ACM,101.75132751464844
2024-09-24,ACM,102.020751953125
2024-09-25,ACM,100.84327697753906
2024-09-26,ACM,102.96871948242188
2024-09-27,ACM,103.00862884521484
2024-09-03,ACMR,16.704999923706055
2024-09-04,ACMR,16.469999313354492
2024-09-05,ACMR,16.530000686645508
2024-09-06,ACMR,15.649999618530273
2024-09-09,ACMR,15.600000381469727
2024-09-10,ACMR,15.869999885559082
2024-09-11,ACMR,16.639999389648438
2024-09-12,ACMR,16.260000228881836
2024-09-13,ACMR,16.799999237060547
2024-09-16,ACMR,16.3700008392334
2024-09-17,ACMR,16.780000686645508
2024-09-18,ACMR,16.530000686645508
2024-09-19,ACMR,17.475000381469727
2024-09-20,ACMR,17.040000915527344
2024-09-23,ACMR,17.06999969482422
2024-09-24,ACMR,18.200000762939453
2024-09-25,ACMR,17.739999771118164
2024-09-26,ACMR,19.30500030517578
2024-09-27,ACMR,19.489999771118164
2024-09-03,ACN,341.8800048828125
2024-09-04,ACN,343.989990234375
2024-09-05,ACN,340.92999267578125
2024-09-06,ACN,339.8399963378906
2024-09-09,ACN,341.80999755859375
2024-09-10,ACN,347.70001220703125
2024-09-11,ACN,350.30999755859375
2024-09-12,ACN,349.8900146484375
2024-09-13,ACN,349.5799865722656
2024-09-16,ACN,354.1199951171875
2024-09-17,ACN,337.0400085449219
2024-09-18,ACN,336.17999267578125
2024-09-19,ACN,335.239990234375
2024-09-20,ACN,336.2200012207031
2024-09-23,ACN,339.2099914550781
2024-09-24,ACN,339.6199951171875
2024-09-25,ACN,337.04998779296875
2024-09-26,ACN,355.80999755859375
2024-09-27,ACN,349.70001220703125
2024-09-03,ACU,43.17304611206055
2024-09-04,ACU,43.123226165771484
2024-09-05,ACU,43.27268600463867
2024-09-06,ACU,42.844242095947266
2024-09-09,ACU,41.86779022216797
2024-09-10,ACU,42.356014251708984
2024-09-11,ACU,41.857826232910156
2024-09-12,ACU,42.664894104003906
2024-09-13,ACU,42.54533004760742
2024-09-16,ACU,43.54170608520508
2024-09-17,ACU,43.07340621948242
2024-09-18,ACU,41.61869812011719
2024-09-19,ACU,42.48554611206055
2024-09-20,ACU,41.9474983215332
2024-09-23,ACU,41.08065414428711
2024-09-24,ACU,41.28989028930664
2024-09-25,ACU,41.81797409057617
2024-09-26,ACU,41.668514251708984
2024-09-27,ACU,40.20383834838867
2024-09-03,ACWI,114.73999786376953
2024-09-04,ACWI,114.38999938964844
2024-09-05,ACWI,114.25
2024-09-06,ACWI,112.30999755859375
2024-09-09,ACWI,113.47000122070312
2024-09-10,ACWI,113.62999725341797
2024-09-11,ACWI,114.62999725341797
2024-09-12,ACWI,115.62999725341797
2024-09-13,ACWI,116.20999908447266
2024-09-16,ACWI,116.61000061035156
2024-09-17,ACWI,116.48999786376953
2024-09-18,ACWI,116.16000366210938
2024-09-19,ACWI,118.2300033569336
2024-09-20,ACWI,117.76000213623047
2024-09-23,ACWI,118.20999908447266
2024-09-24,ACWI,119.0199966430664
2024-09-25,ACWI,118.5199966430664
2024-09-26,ACWI,119.83999633789062
2024-09-27,ACWI,119.55999755859375
2024-09-03,ADAG,3.009999990463257
2024-09-04,ADAG,2.859999895095825
2024-09-05,ADAG,2.859999895095825
2024-09-06,ADAG,2.609999895095825
2024-09-09,ADAG,2.9000000953674316
2024-09-10,ADAG,3.0999999046325684
2024-09-11,ADAG,3.0899999141693115
2024-09-12,ADAG,2.990000009536743
2024-09-13,ADAG,3.490000009536743
2024-09-16,ADAG,2.75
2024-09-17,ADAG,2.3299999237060547
2024-09-18,ADAG,2.119999885559082
2024-09-19,ADAG,2.25
2024-09-20,ADAG,2.4000000953674316
2024-09-23,ADAG,2.25
2024-09-24,ADAG,2.2300000190734863
2024-09-25,ADAG,2.200000047683716
2024-09-26,ADAG,2.240000009536743
2024-09-27,ADAG,2.23799991607666
2024-09-03,ADBE,571.0399780273438
2024-09-04,ADBE,575.25
2024-09-05,ADBE,567.9299926757812
2024-09-06,ADBE,563.4099731445312
2024-09-09,ADBE,569.8800048828125
2024-09-10,ADBE,574.47998046875
2024-09-11,ADBE,580.3800048828125
2024-09-12,ADBE,586.5499877929688
2024-09-13,ADBE,536.8699951171875
2024-09-16,ADBE,521.5
2024-09-17,ADBE,515.030029296875
2024-09-18,ADBE,508.1300048828125
2024-09-19,ADBE,526.4400024414062
2024-09-20,ADBE,522.2999877929688
2024-09-23,ADBE,527.8699951171875
2024-09-24,ADBE,524.0700073242188
2024-09-25,ADBE,517.9000244140625
2024-09-26,ADBE,515.3800048828125
2024-09-27,ADBE,515.47998046875
2024-09-03,ADC,73.1747055053711
2024-09-04,ADC,74.35076904296875
2024-09-05,ADC,74.64976501464844
2024-09-06,ADC,74.78929901123047
2024-09-09,ADC,76.07498931884766
2024-09-10,ADC,76.17465209960938
2024-09-11,ADC,75.70622253417969
2024-09-12,ADC,75.6264877319336
2024-09-13,ADC,76.43379211425781
2024-09-16,ADC,76.45372009277344
2024-09-17,ADC,75.71619415283203
2024-09-18,ADC,75.38729095458984
2024-09-19,ADC,73.88233947753906
2024-09-20,ADC,74.20126342773438
2024-09-23,ADC,74.71953582763672
2024-09-24,ADC,74.3707046508789
2024-09-25,ADC,74.31089782714844
2024-09-26,ADC,74.15143585205078
2024-09-27,ADC,74.58000183105469
2024-09-03,ADDYY,126.55999755859375
2024-09-04,ADDYY,124.33999633789062
2024-09-05,ADDYY,123.27999877929688
2024-09-06,ADDYY,122.51000213623047
2024-09-09,ADDYY,118.43000030517578
2024-09-10,ADDYY,116.12999725341797
2024-09-11,ADDYY,118.5199966430664
2024-09-12,ADDYY,121.48999786376953
2024-09-13,ADDYY,120.9000015258789
2024-09-16,ADDYY,122.45999908447266
2024-09-17,ADDYY,123.02999877929688
2024-09-18,ADDYY,123.04000091552734
2024-09-19,ADDYY,124.63999938964844
2024-09-20,ADDYY,121.94000244140625
2024-09-23,ADDYY,121.7300033569336
2024-09-24,ADDYY,123.41000366210938
2024-09-25,ADDYY,123.91000366210938
2024-09-26,ADDYY,130.9499969482422
2024-09-27,ADDYY,133.39999389648438
2024-09-03,ADI,218.7100067138672
2024-09-04,ADI,221.8000030517578
2024-09-05,ADI,219.05999755859375
2024-09-06,ADI,213.63999938964844
2024-09-09,ADI,218.55999755859375
2024-09-10,ADI,218.72000122070312
2024-09-11,ADI,225.07000732421875
2024-09-12,ADI,221.52999877929688
2024-09-13,ADI,225.4199981689453
2024-09-16,ADI,223.27999877929688
2024-09-17,ADI,225.35000610351562
2024-09-18,ADI,222.63999938964844
2024-09-19,ADI,233.4499969482422
2024-09-20,ADI,226.77999877929688
2024-09-23,ADI,226.00999450683594
2024-09-24,ADI,227.3300018310547
2024-09-25,ADI,226.63999938964844
2024-09-26,ADI,232.4600067138672
2024-09-27,ADI,232.0500030517578
2024-09-03,ADM,60.619998931884766
2024-09-04,ADM,61.41999816894531
2024-09-05,ADM,60.06999969482422
2024-09-06,ADM,59.470001220703125
2024-09-09,ADM,59.5
2024-09-10,ADM,59.04999923706055
2024-09-11,ADM,59.0
2024-09-12,ADM,59.619998931884766
2024-09-13,ADM,60.38999938964844
2024-09-16,ADM,60.40999984741211
2024-09-17,ADM,60.459999084472656
2024-09-18,ADM,60.529998779296875
2024-09-19,ADM,62.45000076293945
2024-09-20,ADM,61.36000061035156
2024-09-23,ADM,60.90999984741211
2024-09-24,ADM,60.72999954223633
2024-09-25,ADM,58.13999938964844
2024-09-26,ADM,59.369998931884766
2024-09-27,ADM,60.0
2024-09-03,ADMLF,2.0
2024-09-04,ADMLF,1.7599999904632568
2024-09-05,ADMLF,1.8700000047683716
2024-09-06,ADMLF,1.8799999952316284
2024-09-09,ADMLF,1.8700000047683716
2024-09-10,ADMLF,1.86899995803833
2024-09-11,ADMLF,1.9700000286102295
2024-09-12,ADMLF,2.119999885559082
2024-09-13,ADMLF,2.200000047683716
2024-09-16,ADMLF,2.2200000286102295
2024-09-17,ADMLF,2.25
2024-09-18,ADMLF,2.200000047683716
2024-09-19,ADMLF,2.299999952316284
2024-09-20,ADMLF,2.2899999618530273
2024-09-23,ADMLF,2.390000104904175
2024-09-24,ADMLF,2.4649999141693115
2024-09-25,ADMLF,2.4000000953674316
2024-09-26,ADMLF,2.4000000953674316
2024-09-27,ADMLF,2.490000009536743
2024-09-03,ADP,274.1643371582031
2024-09-04,ADP,273.83599853515625
2024-09-05,ADP,268.8114013671875
2024-09-06,ADP,268.2044677734375
2024-09-09,ADP,274.2041320800781
2024-09-10,ADP,277.8556823730469
2024-09-11,ADP,276.0846252441406
2024-09-12,ADP,277.0
2024-09-13,ADP,277.510009765625
2024-09-16,ADP,278.6000061035156
2024-09-17,ADP,279.4100036621094
2024-09-18,ADP,275.9100036621094
2024-09-19,ADP,277.69000244140625
2024-09-20,ADP,276.4100036621094
2024-09-23,ADP,277.5799865722656
2024-09-24,ADP,276.6400146484375
2024-09-25,ADP,275.25
2024-09-26,ADP,274.42999267578125
2024-09-27,ADP,272.8800048828125
2024-09-03,ADXN,11.479999542236328
2024-09-04,ADXN,10.699999809265137
2024-09-05,ADXN,11.3100004196167
2024-09-06,ADXN,11.180000305175781
2024-09-09,ADXN,10.979999542236328
2024-09-10,ADXN,10.541999816894531
2024-09-11,ADXN,10.300000190734863
2024-09-12,ADXN,10.210000038146973
2024-09-13,ADXN,9.640000343322754
2024-09-16,ADXN,10.100000381469727
2024-09-17,ADXN,10.130000114440918
2024-09-18,ADXN,9.59000015258789
2024-09-19,ADXN,9.670000076293945
2024-09-20,ADXN,9.84000015258789
2024-09-23,ADXN,10.600000381469727
2024-09-24,ADXN,10.210000038146973
2024-09-25,ADXN,9.949999809265137
2024-09-26,ADXN,9.630000114440918
2024-09-27,ADXN,9.050000190734863
2024-09-03,ADYEY,14.180000305175781
2024-09-04,ADYEY,14.239999771118164
2024-09-05,ADYEY,14.079999923706055
2024-09-06,ADYEY,13.859999656677246
2024-09-09,ADYEY,14.350000381469727
2024-09-10,ADYEY,14.369999885559082
2024-09-11,ADYEY,14.550000190734863
2024-09-12,ADYEY,14.430000305175781
2024-09-13,ADYEY,14.4399995803833
2024-09-16,ADYEY,14.34000015258789
2024-09-17,ADYEY,14.710000038146973
2024-09-18,ADYEY,14.630000114440918
2024-09-19,ADYEY,15.460000038146973
2024-09-20,ADYEY,15.399999618530273
2024-09-23,ADYEY,15.350000381469727
2024-09-24,ADYEY,15.34000015258789
2024-09-25,ADYEY,14.930000305175781
2024-09-26,ADYEY,15.539999961853027
2024-09-27,ADYEY,15.619999885559082
2024-09-03,AEDFF,67.9000015258789
2024-09-04,AEDFF,67.9000015258789
2024-09-05,AEDFF,67.9000015258789
2024-09-06,AEDFF,67.9000015258789
2024-09-09,AEDFF,67.9000015258789
2024-09-10,AEDFF,71.75
2024-09-11,AEDFF,71.75
2024-09-12,AEDFF,71.75
2024-09-13,AEDFF,71.75
2024-09-16,AEDFF,71.75
2024-09-17,AEDFF,71.75
2024-09-18,AEDFF,71.75
2024-09-19,AEDFF,71.75
2024-09-20,AEDFF,71.75
2024-09-23,AEDFF,71.75
2024-09-24,AEDFF,71.75
2024-09-25,AEDFF,71.75
2024-09-26,AEDFF,71.75
2024-09-27,AEDFF,71.75
2024-09-03,AEM,79.01000213623047
2024-09-04,AEM,78.30000305175781
2024-09-05,AEM,78.70999908447266
2024-09-06,AEM,76.88999938964844
2024-09-09,AEM,77.76000213623047
2024-09-10,AEM,78.91000366210938
2024-09-11,AEM,79.0999984741211
2024-09-12,AEM,81.86000061035156
2024-09-13,AEM,83.16999816894531
2024-09-16,AEM,82.55999755859375
2024-09-17,AEM,82.29000091552734
2024-09-18,AEM,81.29000091552734
2024-09-19,AEM,81.83000183105469
2024-09-20,AEM,83.12999725341797
2024-09-23,AEM,82.61000061035156
2024-09-24,AEM,84.0
2024-09-25,AEM,84.23999786376953
2024-09-26,AEM,84.08000183105469
2024-09-27,AEM,81.81999969482422
2024-09-03,AER,92.43000030517578
2024-09-04,AER,92.94999694824219
2024-09-05,AER,91.9800033569336
2024-09-06,AER,90.5999984741211
2024-09-09,AER,91.25
2024-09-10,AER,90.19000244140625
2024-09-11,AER,92.05000305175781
2024-09-12,AER,92.5199966430664
2024-09-13,AER,93.81999969482422
2024-09-16,AER,93.94000244140625
2024-09-17,AER,94.86000061035156
2024-09-18,AER,94.13999938964844
2024-09-19,AER,98.27999877929688
2024-09-20,AER,97.0199966430664
2024-09-23,AER,96.62000274658203
2024-09-24,AER,96.12999725341797
2024-09-25,AER,95.31999969482422
2024-09-26,AER,94.44999694824219
2024-09-27,AER,94.93000030517578
2024-09-03,AES,16.75
2024-09-04,AES,16.940000534057617
2024-09-05,AES,16.940000534057617
2024-09-06,AES,16.190000534057617
2024-09-09,AES,16.200000762939453
2024-09-10,AES,16.440000534057617
2024-09-11,AES,17.860000610351562
2024-09-12,AES,18.1200008392334
2024-09-13,AES,18.540000915527344
2024-09-16,AES,19.010000228881836
2024-09-17,AES,19.239999771118164
2024-09-18,AES,19.260000228881836
2024-09-19,AES,18.899999618530273
2024-09-20,AES,18.899999618530273
2024-09-23,AES,19.31999969482422
2024-09-24,AES,19.110000610351562
2024-09-25,AES,19.530000686645508
2024-09-26,AES,19.639999389648438
2024-09-27,AES,20.06999969482422
2024-09-03,AEYE,21.549999237060547
2024-09-04,AEYE,20.940000534057617
2024-09-05,AEYE,20.899999618530273
2024-09-06,AEYE,19.6200008392334
2024-09-09,AEYE,19.280000686645508
2024-09-10,AEYE,20.020000457763672
2024-09-11,AEYE,20.479999542236328
2024-09-12,AEYE,21.040000915527344
2024-09-13,AEYE,22.5
2024-09-16,AEYE,22.260000228881836
2024-09-17,AEYE,20.799999237060547
2024-09-18,AEYE,21.3799991607666
2024-09-19,AEYE,23.43000030517578
2024-09-20,AEYE,25.299999237060547
2024-09-23,AEYE,23.56999969482422
2024-09-24,AEYE,23.579999923706055
2024-09-25,AEYE,23.399999618530273
2024-09-26,AEYE,23.360000610351562
2024-09-27,AEYE,23.65999984741211
2024-09-03,AFBOF,3.1999998092651367
2024-09-04,AFBOF,3.1999998092651367
2024-09-05,AFBOF,3.1999998092651367
2024-09-06,AFBOF,3.1999998092651367
2024-09-09,AFBOF,3.1999998092651367
2024-09-10,AFBOF,3.1999998092651367
2024-09-11,AFBOF,3.1999998092651367
2024-09-12,AFBOF,3.1999998092651367
2024-09-13,AFBOF,3.1999998092651367
2024-09-16,AFBOF,3.1999998092651367
2024-09-17,AFBOF,3.1999998092651367
2024-09-18,AFBOF,3.1999998092651367
2024-09-19,AFBOF,3.1999998092651367
2024-09-20,AFBOF,3.1999998092651367
2024-09-23,AFBOF,3.1999998092651367
2024-09-24,AFBOF,3.1999998092651367
2024-09-25,AFBOF,3.1999998092651367
2024-09-26,AFBOF,3.1999998092651367
2024-09-27,AFBOF,3.1999998092651367
2024-09-03,AFG,133.0500030517578
2024-09-04,AFG,133.61000061035156
2024-09-05,AFG,133.05999755859375
2024-09-06,AFG,134.0800018310547
2024-09-09,AFG,137.02999877929688
2024-09-10,AFG,134.6999969482422
2024-09-11,AFG,132.52999877929688
2024-09-12,AFG,133.24000549316406
2024-09-13,AFG,134.27000427246094
2024-09-16,AFG,136.1199951171875
2024-09-17,AFG,136.52000427246094
2024-09-18,AFG,135.5399932861328
2024-09-19,AFG,136.6300048828125
2024-09-20,AFG,135.6199951171875
2024-09-23,AFG,136.88999938964844
2024-09-24,AFG,135.91000366210938
2024-09-25,AFG,135.27999877929688
2024-09-26,AFG,136.27000427246094
2024-09-27,AFG,135.1199951171875
2024-09-03,AFLYY,0.8700000047683716
2024-09-04,AFLYY,0.8600000143051147
2024-09-05,AFLYY,0.8999999761581421
2024-09-06,AFLYY,0.8399999737739563
2024-09-09,AFLYY,0.8399999737739563
2024-09-10,AFLYY,0.9100000262260437
2024-09-11,AFLYY,0.9100000262260437
2024-09-12,AFLYY,0.9100000262260437
2024-09-13,AFLYY,0.8999999761581421
2024-09-16,AFLYY,0.8999999761581421
2024-09-17,AFLYY,0.9399999976158142
2024-09-18,AFLYY,0.949999988079071
2024-09-19,AFLYY,0.9300000071525574
