administrative_area_level_2,date,confirmed,deaths,population
Montana,2021-02-01,185,1,1068778
Montana,2021-02-02,314,15,1068778
Montana,2021-02-03,430,54,1068778
Montana,2021-02-04,301,6,1068778
Montana,2021-02-05,348,2,1068778
Montana,2021-02-06,214,1,1068778
Montana,2021-02-07,60,2,1068778
Montana,2021-02-08,180,0,1068778
Montana,2021-02-09,378,1,1068778
Montana,2021-02-10,307,5,1068778
Montana,2021-02-11,260,1,1068778
Montana,2021-02-12,221,3,1068778
Montana,2021-02-13,179,3,1068778
Montana,2021-02-14,87,0,1068778
Montana,2021-02-15,150,1,1068778
Montana,2021-02-16,184,3,1068778
Montana,2021-02-17,236,3,1068778
Montana,2021-02-18,216,3,1068778
Montana,2021-02-19,254,2,1068778
Montana,2021-02-20,216,2,1068778
Montana,2021-02-21,98,1,1068778
Montana,2021-02-22,150,0,1068778
Montana,2021-02-23,232,5,1068778
Montana,2021-02-24,202,2,1068778
Montana,2021-02-25,203,2,1068778
Montana,2021-02-26,166,6,1068778
Montana,2021-02-27,188,0,1068778
Montana,2021-02-28,79,1,1068778
Montana,2021-03-01,116,0,1068778
Montana,2021-03-02,157,15,1068778
Montana,2021-03-03,197,1,1068778
Montana,2021-03-04,171,3,1068778
Montana,2021-03-05,158,4,1068778
Montana,2021-03-06,127,1,1068778
Montana,2021-03-07,43,0,1068778
Montana,2021-03-08,125,0,1068778
Montana,2021-03-09,136,4,1068778
Montana,2021-03-10,145,2,1068778
Montana,2021-03-11,187,4,1068778
Montana,2021-03-12,122,1,1068778
Montana,2021-03-13,118,0,1068778
Montana,2021-03-14,34,0,1068778
Montana,2021-03-15,220,1,1068778
Montana,2021-03-16,414,3,1068778
Montana,2021-03-17,133,1,1068778
Montana,2021-03-18,134,9,1068778
Montana,2021-03-19,164,3,1068778
Montana,2021-03-20,142,5,1068778
Montana,2021-03-21,69,0,1068778
Montana,2021-03-22,116,0,1068778
Montana,2021-03-23,352,4,1068778
Montana,2021-03-24,217,12,1068778
Montana,2021-03-25,165,4,1068778
Montana,2021-03-26,146,0,1068778
Montana,2021-03-27,52,1,1068778
Montana,2021-03-28,25,0,1068778
Montana,2021-03-29,109,0,1068778
Montana,2021-03-30,163,1,1068778
Montana,2021-03-31,221,0,1068778
Montana,2021-04-01,188,1,1068778
Montana,2021-04-02,127,16,1068778
Montana,2021-04-03,100,11,1068778
Montana,2021-04-04,58,1,1068778
Montana,2021-04-05,123,0,1068778
Montana,2021-04-06,197,11,1068778
Montana,2021-04-07,190,13,1068778
Montana,2021-04-08,223,6,1068778
Montana,2021-04-09,221,25,1068778
Montana,2021-04-10,101,2,1068778
Montana,2021-04-11,26,0,1068778
Montana,2021-04-12,129,3,1068778
Montana,2021-04-13,176,0,1068778
Montana,2021-04-14,211,0,1068778
Montana,2021-04-15,189,2,1068778
Montana,2021-04-16,121,10,1068778
Montana,2021-04-17,85,8,1068778
Montana,2021-04-18,56,1,1068778
Montana,2021-04-19,117,0,1068778
Montana,2021-04-20,178,5,1068778
Montana,2021-04-21,158,5,1068778
Montana,2021-04-22,183,0,1068778
Montana,2021-04-23,154,2,1068778
Montana,2021-04-24,133,4,1068778
Montana,2021-04-25,49,0,1068778
Montana,2021-04-26,57,0,1068778
Montana,2021-04-27,175,3,1068778
Montana,2021-04-28,196,1,1068778
Montana,2021-04-29,175,3,1068778
Montana,2021-04-30,158,2,1068778
Montana,2021-05-01,130,2,1068778
Montana,2021-05-02,45,0,1068778
Montana,2021-05-03,103,0,1068778
Montana,2021-05-04,222,3,1068778
Montana,2021-05-05,141,1,1068778
Montana,2021-05-06,132,2,1068778
Montana,2021-05-07,149,12,1068778
Montana,2021-05-08,133,0,1068778
Montana,2021-05-09,35,0,1068778
Montana,2021-05-10,30,0,1068778
Montana,2021-05-11,157,1,1068778
Montana,2021-05-12,193,2,1068778
Montana,2021-05-13,130,2,1068778
Montana,2021-05-14,131,1,1068778
Montana,2021-05-15,76,0,1068778
Montana,2021-05-16,41,0,1068778
Montana,2021-05-17,46,0,1068778
Montana,2021-05-18,140,4,1068778
Montana,2021-05-19,130,0,1068778
Montana,2021-05-20,33,2,1068778
Montana,2021-05-21,137,0,1068778
Montana,2021-05-22,2,0,1068778
Montana,2021-05-23,36,0,1068778
Montana,2021-05-24,26,0,1068778
Montana,2021-05-25,150,3,1068778
Montana,2021-05-26,78,1,1068778
Montana,2021-05-27,156,3,1068778
Montana,2021-05-28,109,2,1068778
Montana,2021-05-29,61,1,1068778
Montana,2021-05-30,24,0,1068778
Montana,2021-05-31,21,0,1068778
Montana,2021-06-01,21,0,1068778
Montana,2021-06-02,160,8,1068778
Montana,2021-06-03,127,6,1068778
Montana,2021-06-04,130,5,1068778
Montana,2021-06-05,0,0,1068778
Montana,2021-06-06,0,0,1068778
Montana,2021-06-07,122,1,1068778
Montana,2021-06-08,137,1,1068778
Montana,2021-06-09,74,2,1068778
Montana,2021-06-10,99,2,1068778
Montana,2021-06-11,70,3,1068778
Montana,2021-06-12,0,0,1068778
Montana,2021-06-13,0,0,1068778
Montana,2021-06-14,91,2,1068778
Montana,2021-06-15,98,4,1068778
Montana,2021-06-16,71,2,1068778
Montana,2021-06-17,72,2,1068778
Montana,2021-06-18,75,0,1068778
Montana,2021-06-19,0,0,1068778
Montana,2021-06-20,0,0,1068778
Montana,2021-06-21,58,1,1068778
Montana,2021-06-22,116,3,1068778
Montana,2021-06-23,62,2,1068778
Montana,2021-06-24,67,4,1068778
Montana,2021-06-25,58,1,1068778
Montana,2021-06-26,0,0,1068778
Montana,2021-06-27,0,0,1068778
Montana,2021-06-28,48,0,1068778
Montana,2021-06-29,113,3,1068778
Montana,2021-06-30,65,0,1068778
Montana,2021-07-01,66,1,1068778
Montana,2021-07-02,53,0,1068778
Montana,2021-07-03,0,0,1068778
Montana,2021-07-04,0,0,1068778
Montana,2021-07-05,0,0,1068778
Montana,2021-07-06,78,2,1068778
Montana,2021-07-07,152,3,1068778
Montana,2021-07-08,87,1,1068778
Montana,2021-07-09,50,1,1068778
Montana,2021-07-10,0,0,1068778
Montana,2021-07-11,0,0,1068778
Montana,2021-07-12,85,1,1068778
Montana,2021-07-13,90,2,1068778
Montana,2021-07-14,94,7,1068778
Montana,2021-07-15,68,3,1068778
Montana,2021-07-16,87,5,1068778
Montana,2021-07-17,0,0,1068778
Montana,2021-07-18,0,0,1068778
Montana,2021-07-19,79,1,1068778
Montana,2021-07-20,156,1,1068778
Montana,2021-07-21,104,1,1068778
Montana,2021-07-22,141,1,1068778
Montana,2021-07-23,112,0,1068778
Montana,2021-07-24,0,0,1068778
Montana,2021-07-25,0,0,1068778
Montana,2021-07-26,152,0,1068778
Montana,2021-07-27,260,4,1068778
Montana,2021-07-28,223,5,1068778
Montana,2021-07-29,257,0,1068778
Montana,2021-07-30,224,0,1068778
Montana,2021-07-31,0,0,1068778
Montana,2021-08-01,0,0,1068778
Montana,2021-08-02,266,4,1068778
Montana,2021-08-03,400,8,1068778
Montana,2021-08-04,296,2,1068778
Montana,2021-08-05,283,2,1068778
Montana,2021-08-06,270,2,1068778
Montana,2021-08-07,0,0,1068778
Montana,2021-08-08,0,0,1068778
Montana,2021-08-09,387,1,1068778
Montana,2021-08-10,485,3,1068778
Montana,2021-08-11,367,0,1068778
Montana,2021-08-12,396,3,1068778
Montana,2021-08-13,344,1,1068778
Montana,2021-08-14,0,0,1068778
Montana,2021-08-15,0,0,1068778
Montana,2021-08-16,462,6,1068778
Montana,2021-08-17,622,7,1068778
Montana,2021-08-18,436,6,1068778
Montana,2021-08-19,495,3,1068778
Montana,2021-08-20,441,4,1068778
Montana,2021-08-21,0,0,1068778
Montana,2021-08-22,0,0,1068778
Montana,2021-08-23,645,4,1068778
Montana,2021-08-24,713,8,1068778
Montana,2021-08-25,604,5,1068778
Montana,2021-08-26,632,8,1068778
Montana,2021-08-27,706,2,1068778
Montana,2021-08-28,0,0,1068778
Montana,2021-08-29,0,0,1068778
Montana,2021-08-30,722,4,1068778
Montana,2021-08-31,796,13,1068778
Montana,2021-09-01,968,3,1068778
Montana,2021-09-02,739,4,1068778
Montana,2021-09-03,652,4,1068778
Montana,2021-09-04,0,0,1068778
Montana,2021-09-05,0,0,1068778
Montana,2021-09-06,0,0,1068778
Montana,2021-09-07,1223,8,1068778
Montana,2021-09-08,1047,9,1068778
Montana,2021-09-09,994,2,1068778
Montana,2021-09-10,968,4,1068778
Montana,2021-09-11,0,0,1068778
Montana,2021-09-12,0,0,1068778
Montana,2021-09-13,1220,8,1068778
Montana,2021-09-14,1245,5,1068778
Montana,2021-09-15,1218,11,1068778
Montana,2021-09-16,1107,7,1068778
Montana,2021-09-17,1215,12,1068778
Montana,2021-09-18,0,0,1068778
Montana,2021-09-19,0,0,1068778
Montana,2021-09-20,1635,10,1068778
Montana,2021-09-21,1176,14,1068778
Montana,2021-09-22,1315,13,1068778
Montana,2021-09-23,1175,16,1068778
Montana,2021-09-24,1038,18,1068778
Montana,2021-09-25,0,0,1068778
Montana,2021-09-26,0,0,1068778
Montana,2021-09-27,1253,25,1068778
Montana,2021-09-28,1200,16,1068778
Montana,2021-09-29,1339,12,1068778
Montana,2021-09-30,1209,8,1068778
Montana,2021-10-01,975,8,1068778
Montana,2021-10-02,0,0,1068778
Montana,2021-10-03,0,0,1068778
Montana,2021-10-04,1481,5,1068778
Montana,2021-10-05,1260,26,1068778
Montana,2021-10-06,1345,13,1068778
Montana,2021-10-07,1294,9,1068778
Montana,2021-10-08,1312,9,1068778
Montana,2021-10-09,0,0,1068778
Montana,2021-10-10,0,0,1068778
Montana,2021-10-11,0,0,1068778
Montana,2021-10-12,2216,15,1068778
Montana,2021-10-13,1347,15,1068778
Montana,2021-10-14,1288,12,1068778
Montana,2021-10-15,1144,12,1068778
Montana,2021-10-16,0,0,1068778
Montana,2021-10-17,0,0,1068778
Montana,2021-10-18,1275,50,1068778
Montana,2021-10-19,1326,23,1068778
Montana,2021-10-20,1251,19,1068778
Montana,2021-10-21,976,17,1068778
Montana,2021-10-22,1082,5,1068778
Montana,2021-10-23,0,0,1068778
Montana,2021-10-24,0,0,1068778
Montana,2021-10-25,1414,13,1068778
Montana,2021-10-26,1126,45,1068778
Montana,2021-10-27,986,18,1068778
Montana,2021-10-28,982,6,1068778
Montana,2021-10-29,776,17,1068778
Montana,2021-10-30,0,0,1068778
Montana,2021-10-31,0,0,1068778
Montana,2021-11-01,1131,20,1068778
Montana,2021-11-02,1138,16,1068778
Montana,2021-11-03,864,14,1068778
Montana,2021-11-04,792,9,1068778
Montana,2021-11-05,684,12,1068778
Montana,2021-11-06,0,0,1068778
Montana,2021-11-07,0,0,1068778
Montana,2021-11-08,899,7,1068778
Montana,2021-11-09,1118,14,1068778
Montana,2021-11-10,747,14,1068778
Montana,2021-11-11,0,0,1068778
Montana,2021-11-12,1182,29,1068778
Montana,2021-11-13,0,0,1068778
Montana,2021-11-14,0,0,1068778
Montana,2021-11-15,784,10,1068778
Montana,2021-11-16,1033,26,1068778
Montana,2021-11-17,594,7,1068778
Montana,2021-11-18,728,17,1068778
Montana,2021-11-19,483,13,1068778
Montana,2021-11-20,0,0,1068778
Montana,2021-11-21,0,0,1068778
Montana,2021-11-22,491,14,1068778
Montana,2021-11-23,682,38,1068778
Montana,2021-11-24,492,8,1068778
Montana,2021-11-25,0,0,1068778
Montana,2021-11-26,328,18,1068778
Montana,2021-11-27,0,0,1068778
Montana,2021-11-28,0,0,1068778
Montana,2021-11-29,421,7,1068778
Montana,2021-11-30,591,33,1068778
Montana,2021-12-01,580,54,1068778
Montana,2021-12-02,333,14,1068778
Montana,2021-12-03,311,0,1068778
Montana,2021-12-04,0,0,1068778
Montana,2021-12-05,0,0,1068778
Montana,2021-12-06,354,30,1068778
Montana,2021-12-07,418,8,1068778
Montana,2021-12-08,273,4,1068778
Montana,2021-12-09,264,7,1068778
Montana,2021-12-10,175,33,1068778
Montana,2021-12-11,0,0,1068778
Montana,2021-12-12,0,0,1068778
Montana,2021-12-13,186,9,1068778
Montana,2021-12-14,201,23,1068778
Montana,2021-12-15,289,16,1068778
Montana,2021-12-16,163,5,1068778
Montana,2021-12-17,201,3,1068778
Montana,2021-12-18,0,0,1068778
Montana,2021-12-19,0,0,1068778
Montana,2021-12-20,163,1,1068778
Montana,2021-12-21,243,11,1068778
Montana,2021-12-22,253,1,1068778
Montana,2021-12-23,252,5,1068778
Montana,2021-12-24,0,0,1068778
Montana,2021-12-25,0,0,1068778
Montana,2021-12-26,0,0,1068778
Montana,2021-12-27,379,4,1068778
Montana,2021-12-28,250,5,1068778
Montana,2021-12-29,784,1,1068778
Montana,2021-12-30,490,1,1068778
Montana,2021-12-31,0,0,1068778
Montana,2022-01-01,0,0,1068778
Montana,2022-01-02,0,0,1068778
Montana,2022-01-03,985,2,1068778
Montana,2022-01-04,968,3,1068778
Montana,2022-01-05,1109,4,1068778
Montana,2022-01-06,1192,1,1068778
Montana,2022-01-07,1154,1,1068778
Montana,2022-01-08,0,0,1068778
Montana,2022-01-09,0,0,1068778
Montana,2022-01-10,1987,4,1068778
Montana,2022-01-11,1592,6,1068778
Montana,2022-01-12,1805,6,1068778
Montana,2022-01-13,1836,2,1068778
Montana,2022-01-14,2180,11,1068778
Montana,2022-01-15,0,0,1068778
Montana,2022-01-16,0,0,1068778
Montana,2022-01-17,0,0,1068778
Montana,2022-01-18,4034,11,1068778
Montana,2022-01-19,2008,7,1068778
Montana,2022-01-20,2065,2,1068778
Montana,2022-01-21,2017,13,1068778
Montana,2022-01-22,0,0,1068778
Montana,2022-01-23,0,0,1068778
Montana,2022-01-24,5085,7,1068778
Montana,2022-01-25,2889,2,1068778
Montana,2022-01-26,2818,3,1068778
Montana,2022-01-27,3191,0,1068778
Montana,2022-01-28,2860,5,1068778
Montana,2022-01-29,0,0,1068778
Montana,2022-01-30,0,0,1068778
Montana,2022-01-31,3371,7,1068778
Montana,2022-02-01,960,16,1068778
Montana,2022-02-02,1434,10,1068778
Montana,2022-02-03,1053,3,1068778
Montana,2022-02-04,4341,2,1068778
Montana,2022-02-05,0,0,1068778
Montana,2022-02-06,0,0,1068778
Montana,2022-02-07,1893,6,1068778
Montana,2022-02-08,1288,6,1068778
Montana,2022-02-09,1023,6,1068778
Montana,2022-02-10,1091,10,1068778
Montana,2022-02-11,1192,6,1068778
Montana,2022-02-12,0,0,1068778
Montana,2022-02-13,0,0,1068778
Montana,2022-02-14,1224,5,1068778
Montana,2022-02-15,855,11,1068778
Montana,2022-02-16,988,9,1068778
Montana,2022-02-17,868,7,1068778
Montana,2022-02-18,1081,6,1068778
Montana,2022-02-19,0,0,1068778
Montana,2022-02-20,0,0,1068778
Montana,2022-02-21,0,0,1068778
Montana,2022-02-22,1634,22,1068778
Montana,2022-02-23,846,28,1068778
Montana,2022-02-24,759,6,1068778
Montana,2022-02-25,620,10,1068778
Montana,2022-02-26,0,0,1068778
Montana,2022-02-27,0,0,1068778
Montana,2022-02-28,781,15,1068778
Montana,2022-03-01,652,2,1068778
Montana,2022-03-02,884,2,1068778
Montana,2022-03-03,836,12,1068778
Montana,2022-03-04,2024,1,1068778
Montana,2022-03-05,0,0,1068778
Montana,2022-03-06,0,0,1068778
Montana,2022-03-07,175,4,1068778
Montana,2022-03-08,146,1,1068778
Montana,2022-03-09,128,2,1068778
Montana,2022-03-10,126,10,1068778
Montana,2022-03-11,51,2,1068778
Montana,2022-03-12,0,0,1068778
Montana,2022-03-13,0,0,1068778
Montana,2022-03-14,132,0,1068778
Montana,2022-03-15,103,2,1068778
Montana,2022-03-16,72,2,1068778
Montana,2022-03-17,87,3,1068778
Montana,2022-03-18,69,4,1068778
Montana,2022-03-19,0,0,1068778
Montana,2022-03-20,0,0,1068778
Montana,2022-03-21,78,1,1068778
Montana,2022-03-22,76,1,1068778
Montana,2022-03-23,54,1,1068778
Montana,2022-03-24,45,2,1068778
Montana,2022-03-25,41,2,1068778
Montana,2022-03-26,0,0,1068778
Montana,2022-03-27,0,0,1068778
Montana,2022-03-28,57,3,1068778
Montana,2022-03-29,56,1,1068778
Montana,2022-03-30,33,0,1068778
Montana,2022-03-31,12,1,1068778
Montana,2022-04-01,67,2,1068778
Montana,2022-04-02,0,0,1068778
Montana,2022-04-03,0,0,1068778
Montana,2022-04-04,57,0,1068778
Montana,2022-04-05,48,0,1068778
Montana,2022-04-06,69,0,1068778
Montana,2022-04-07,30,6,1068778
Montana,2022-04-08,23,0,1068778
Montana,2022-04-09,0,0,1068778
Montana,2022-04-10,0,0,1068778
Montana,2022-04-11,71,0,1068778
Montana,2022-04-12,58,4,1068778
Montana,2022-04-13,43,0,1068778
Montana,2022-04-14,35,1,1068778
Montana,2022-04-15,56,0,1068778
Montana,2022-04-16,0,0,1068778
Montana,2022-04-17,0,0,1068778
Montana,2022-04-18,90,0,1068778
Montana,2022-04-19,85,1,1068778
Montana,2022-04-20,86,1,1068778
Montana,2022-04-21,42,0,1068778
Montana,2022-04-22,75,0,1068778
Montana,2022-04-23,0,0,1068778
Montana,2022-04-24,0,0,1068778
Montana,2022-04-25,79,38,1068778
Montana,2022-04-26,110,22,1068778
Montana,2022-04-27,106,32,1068778
Montana,2022-04-28,115,2,1068778
Montana,2022-04-29,78,7,1068778
Montana,2022-04-30,0,0,1068778
Montana,2022-05-01,0,0,1068778
Montana,2022-05-02,155,10,1068778
Montana,2022-05-03,130,2,1068778
Montana,2022-05-04,121,0,1068778
Montana,2022-05-05,93,0,1068778
Montana,2022-05-06,115,4,1068778
Montana,2022-05-07,0,0,1068778
Montana,2022-05-08,0,0,1068778
Montana,2022-05-09,28,0,1068778
Montana,2022-05-10,34,0,1068778
Montana,2022-05-11,52,0,1068778
Montana,2022-05-12,47,0,1068778
Montana,2022-05-13,452,3,1068778
Montana,2022-05-14,0,0,1068778
Montana,2022-05-15,0,0,1068778
Montana,2022-05-16,58,0,1068778
Montana,2022-05-17,117,0,1068778
Montana,2022-05-18,58,0,1068778
Montana,2022-05-19,52,0,1068778
Montana,2022-05-20,817,4,1068778
Montana,2022-05-21,0,0,1068778
Montana,2022-05-22,0,0,1068778
Montana,2022-05-23,71,0,1068778
Montana,2022-05-24,104,0,1068778
Montana,2022-05-25,63,0,1068778
Montana,2022-05-26,54,0,1068778
Montana,2022-05-27,995,16,1068778
Montana,2022-05-28,0,0,1068778
Montana,2022-05-29,0,0,1068778
Montana,2022-05-30,0,0,1068778
Montana,2022-05-31,50,0,1068778
Montana,2022-06-01,151,0,1068778
Montana,2022-06-02,107,0,1068778
Montana,2022-06-03,1245,22,1068778
Montana,2022-06-04,0,0,1068778
Montana,2022-06-05,0,0,1068778
Montana,2022-06-06,80,0,1068778
Montana,2022-06-07,130,0,1068778
Montana,2022-06-08,57,0,1068778
Montana,2022-06-09,65,0,1068778
Montana,2022-06-10,1569,11,1068778
Montana,2022-06-11,0,0,1068778
Montana,2022-06-12,0,0,1068778
Montana,2022-06-13,72,0,1068778
Montana,2022-06-14,72,0,1068778
Montana,2022-06-15,54,0,1068778
Montana,2022-06-16,40,0,1068778
Montana,2022-06-17,1840,6,1068778
Montana,2022-06-18,0,0,1068778
Montana,2022-06-19,0,0,1068778
Montana,2022-06-20,60,0,1068778
Montana,2022-06-21,176,0,1068778
Montana,2022-06-22,0,0,1068778
Montana,2022-06-23,60,0,1068778
Montana,2022-06-24,1742,4,1068778
Montana,2022-06-25,0,0,1068778
Montana,2022-06-26,0,0,1068778
Montana,2022-06-27,90,0,1068778
Montana,2022-06-28,72,0,1068778
Montana,2022-06-29,65,0,1068778
Montana,2022-06-30,40,0,1068778
Montana,2022-07-01,1843,1,1068778
Montana,2022-07-02,0,0,1068778
Montana,2022-07-03,0,0,1068778
Montana,2022-07-04,0,0,1068778
Montana,2022-07-05,136,0,1068778
Montana,2022-07-06,46,0,1068778
Montana,2022-07-07,34,0,1068778
Montana,2022-07-08,1993,5,1068778
Montana,2022-07-09,0,0,1068778
Montana,2022-07-10,0,0,1068778
Montana,2022-07-11,59,0,1068778
Montana,2022-07-12,75,0,1068778
Montana,2022-07-13,61,0,1068778
Montana,2022-07-14,41,0,1068778
Montana,2022-07-15,2455,5,1068778
Montana,2022-07-16,0,0,1068778
Montana,2022-07-17,0,0,1068778
Montana,2022-07-18,70,0,1068778
Montana,2022-07-19,57,0,1068778
Montana,2022-07-20,0,0,1068778
Montana,2022-07-21,104,0,1068778
Montana,2022-07-22,2043,12,1068778
Montana,2022-07-23,0,0,1068778
Montana,2022-07-24,0,0,1068778
Montana,2022-07-25,82,0,1068778
Montana,2022-07-26,52,0,1068778
Montana,2022-07-27,27,0,1068778
Montana,2022-07-28,53,0,1068778
Montana,2022-07-29,2041,6,1068778
Montana,2022-07-30,0,0,1068778
Montana,2022-07-31,0,0,1068778
Montana,2022-08-01,48,0,1068778
Montana,2022-08-02,46,0,1068778
Montana,2022-08-03,53,0,1068778
Montana,2022-08-04,27,0,1068778
Montana,2022-08-05,1927,8,1068778
Montana,2022-08-06,0,0,1068778
Montana,2022-08-07,0,0,1068778
Montana,2022-08-08,52,0,1068778
Montana,2022-08-09,46,0,1068778
Montana,2022-08-10,22,0,1068778
Montana,2022-08-11,20,0,1068778
Montana,2022-08-12,1727,0,1068778
Montana,2022-08-13,0,0,1068778
Montana,2022-08-14,0,0,1068778
Montana,2022-08-15,47,0,1068778
Montana,2022-08-16,32,0,1068778
Montana,2022-08-17,21,0,1068778
Montana,2022-08-18,17,0,1068778
Montana,2022-08-19,1718,11,1068778
Montana,2022-08-20,0,0,1068778
Montana,2022-08-21,0,0,1068778
Montana,2022-08-22,40,0,1068778
Montana,2022-08-23,33,0,1068778
Montana,2022-08-24,16,0,1068778
Montana,2022-08-25,0,0,1068778
Montana,2022-08-26,1634,12,1068778
Montana,2022-08-27,0,0,1068778
Montana,2022-08-28,0,0,1068778
Montana,2022-08-29,32,0,1068778
Montana,2022-08-30,21,0,1068778
Montana,2022-08-31,28,0,1068778
Montana,2022-09-01,35,0,1068778
Montana,2022-09-02,1281,0,1068778
Montana,2022-09-03,0,0,1068778
Montana,2022-09-04,0,0,1068778
Montana,2022-09-05,0,0,1068778
Montana,2022-09-06,48,0,1068778
Montana,2022-09-07,0,0,1068778
Montana,2022-09-08,0,0,1068778
Montana,2022-09-09,1013,7,1068778
Montana,2022-09-10,0,0,1068778
Montana,2022-09-11,0,0,1068778
Montana,2022-09-12,106,0,1068778
Montana,2022-09-13,0,0,1068778
Montana,2022-09-14,0,0,1068778
Montana,2022-09-15,0,0,1068778
Montana,2022-09-16,1178,3,1068778
Montana,2022-09-17,0,0,1068778
Montana,2022-09-18,0,0,1068778
Montana,2022-09-19,142,1,1068778
Montana,2022-09-20,0,0,1068778
Montana,2022-09-21,0,0,1068778
Montana,2022-09-22,0,0,1068778
Montana,2022-09-23,1226,5,1068778
Montana,2022-09-24,0,0,1068778
Montana,2022-09-25,0,0,1068778
Montana,2022-09-26,203,0,1068778
Montana,2022-09-27,0,0,1068778
Montana,2022-09-28,0,0,1068778
Montana,2022-09-29,0,0,1068778
Montana,2022-09-30,1180,2,1068778
Montana,2022-10-01,0,0,1068778
Montana,2022-10-02,0,0,1068778
Montana,2022-10-03,87,2,1068778
Montana,2022-10-04,0,0,1068778
Montana,2022-10-05,0,0,1068778
Montana,2022-10-06,0,0,1068778
Montana,2022-10-07,998,33,1068778
Montana,2022-10-08,0,0,1068778
Montana,2022-10-09,0,0,1068778
Montana,2022-10-10,0,0,1068778
Montana,2022-10-11,150,0,1068778
Montana,2022-10-12,0,0,1068778
Montana,2022-10-13,0,0,1068778
Montana,2022-10-14,886,11,1068778
Montana,2022-10-15,0,0,1068778
Montana,2022-10-16,0,0,1068778
Montana,2022-10-17,95,0,1068778
Montana,2022-10-18,0,0,1068778
Montana,2022-10-19,0,0,1068778
Montana,2022-10-20,0,0,1068778
Montana,2022-10-21,843,3,1068778
Montana,2022-10-22,0,0,1068778
Montana,2022-10-23,0,0,1068778
Montana,2022-10-24,99,0,1068778
Montana,2022-10-25,0,0,1068778
Montana,2022-10-26,0,0,1068778
Montana,2022-10-27,0,0,1068778
Montana,2022-10-28,675,5,1068778
Montana,2022-10-29,0,0,1068778
Montana,2022-10-30,0,0,1068778
Montana,2022-10-31,68,0,1068778
Montana,2022-11-01,0,0,1068778
Nebraska,2020-03-16,2,0,1934408
Nebraska,2020-03-17,3,0,1934408
Nebraska,2020-03-18,7,0,1934408
Nebraska,2020-03-19,4,0,1934408
Nebraska,2020-03-20,6,0,1934408
Nebraska,2020-03-21,8,0,1934408
Nebraska,2020-03-22,1,0,1934408
Nebraska,2020-03-23,11,0,1934408
Nebraska,2020-03-24,4,0,1934408
Nebraska,2020-03-25,7,0,1934408
Nebraska,2020-03-26,7,0,1934408
Nebraska,2020-03-27,11,2,1934408
Nebraska,2020-03-28,20,0,1934408
Nebraska,2020-03-29,16,0,1934408
Nebraska,2020-03-30,47,1,1934408
Nebraska,2020-03-31,14,1,1934408
Nebraska,2020-04-01,50,1,1934408
Nebraska,2020-04-02,24,1,1934408
Nebraska,2020-04-03,24,0,1934408
Nebraska,2020-04-04,42,2,1934408
Nebraska,2020-04-05,38,0,1934408
Nebraska,2020-04-06,61,2,1934408
Nebraska,2020-04-07,53,2,1934408
Nebraska,2020-04-08,47,2,1934408
Nebraska,2020-04-09,56,1,1934408
Nebraska,2020-04-10,84,3,1934408
Nebraska,2020-04-11,40,0,1934408
Nebraska,2020-04-12,87,0,1934408
Nebraska,2020-04-13,65,1,1934408
Nebraska,2020-04-14,60,2,1934408
Nebraska,2020-04-15,64,1,1934408
Nebraska,2020-04-16,100,2,1934408
Nebraska,2020-04-17,122,0,1934408
Nebraska,2020-04-18,132,4,1934408
Nebraska,2020-04-19,125,0,1934408
Nebraska,2020-04-20,173,5,1934408
Nebraska,2020-04-21,80,5,1934408
Nebraska,2020-04-22,100,4,1934408
Nebraska,2020-04-23,364,4,1934408
Nebraska,2020-04-24,284,4,1934408
Nebraska,2020-04-25,424,2,1934408
Nebraska,2020-04-26,228,2,1934408
Nebraska,2020-04-27,361,0,1934408
Nebraska,2020-04-28,126,2,1934408
Nebraska,2020-04-29,263,11,1934408
Nebraska,2020-04-30,456,3,1934408
Nebraska,2020-05-01,506,2,1934408
Nebraska,2020-05-02,494,3,1934408
Nebraska,2020-05-03,354,2,1934408
Nebraska,2020-05-04,437,1,1934408
Nebraska,2020-05-05,319,3,1934408
Nebraska,2020-05-06,329,4,1934408
Nebraska,2020-05-07,419,6,1934408
Nebraska,2020-05-08,640,1,1934408
Nebraska,2020-05-09,403,3,1934408
Nebraska,2020-05-10,95,2,1934408
Nebraska,2020-05-11,247,2,1934408
Nebraska,2020-05-12,157,3,1934408
Nebraska,2020-05-13,340,4,1934408
Nebraska,2020-05-14,339,11,1934408
Nebraska,2020-05-15,355,5,1934408
Nebraska,2020-05-16,454,7,1934408
Nebraska,2020-05-17,128,0,1934408
Nebraska,2020-05-18,277,3,1934408
Nebraska,2020-05-19,221,4,1934408
Nebraska,2020-05-20,273,5,1934408
Nebraska,2020-05-21,304,7,1934408
Nebraska,2020-05-22,238,1,1934408
Nebraska,2020-05-23,327,1,1934408
Nebraska,2020-05-24,145,3,1934408
Nebraska,2020-05-25,221,2,1934408
Nebraska,2020-05-26,264,5,1934408
Nebraska,2020-05-27,357,8,1934408
Nebraska,2020-05-28,285,2,1934408
Nebraska,2020-05-29,394,7,1934408
Nebraska,2020-05-30,251,0,1934408
Nebraska,2020-05-31,196,1,1934408
Nebraska,2020-06-01,244,5,1934408
Nebraska,2020-06-02,266,4,1934408
Nebraska,2020-06-03,255,2,1934408
Nebraska,2020-06-04,251,4,1934408
Nebraska,2020-06-05,262,0,1934408
Nebraska,2020-06-06,164,3,1934408
