administrative_area_level_2,date,confirmed,deaths,population
Alabama,2020-03-16,6,0,4903185
Alabama,2020-03-17,10,0,4903185
Alabama,2020-03-18,12,0,4903185
Alabama,2020-03-19,27,0,4903185
Alabama,2020-03-20,28,0,4903185
Alabama,2020-03-21,25,0,4903185
Alabama,2020-03-22,26,0,4903185
Alabama,2020-03-23,39,0,4903185
Alabama,2020-03-24,46,0,4903185
Alabama,2020-03-25,144,1,4903185
Alabama,2020-03-26,152,2,4903185
Alabama,2020-03-27,101,1,4903185
Alabama,2020-03-28,81,0,4903185
Alabama,2020-03-29,110,1,4903185
Alabama,2020-03-30,117,6,4903185
Alabama,2020-03-31,52,3,4903185
Alabama,2020-04-01,109,14,4903185
Alabama,2020-04-02,162,4,4903185
Alabama,2020-04-03,265,6,4903185
Alabama,2020-04-04,97,6,4903185
Alabama,2020-04-05,208,1,4903185
Alabama,2020-04-06,165,8,4903185
Alabama,2020-04-07,192,11,4903185
Alabama,2020-04-08,301,3,4903185
Alabama,2020-04-09,340,11,4903185
Alabama,2020-04-10,170,2,4903185
Alabama,2020-04-11,254,13,4903185
Alabama,2020-04-12,321,0,4903185
Alabama,2020-04-13,222,11,4903185
Alabama,2020-04-14,148,10,4903185
Alabama,2020-04-15,288,9,4903185
Alabama,2020-04-16,163,14,4903185
Alabama,2020-04-17,168,14,4903185
Alabama,2020-04-18,151,0,4903185
Alabama,2020-04-19,180,13,4903185
Alabama,2020-04-20,175,4,4903185
Alabama,2020-04-21,249,22,4903185
Alabama,2020-04-22,283,15,4903185
Alabama,2020-04-23,222,0,4903185
Alabama,2020-04-24,194,12,4903185
Alabama,2020-04-25,187,4,4903185
Alabama,2020-04-26,208,6,4903185
Alabama,2020-04-27,118,9,4903185
Alabama,2020-04-28,211,14,4903185
Alabama,2020-04-29,175,20,4903185
Alabama,2020-04-30,143,10,4903185
Alabama,2020-05-01,226,17,4903185
Alabama,2020-05-02,317,0,4903185
Alabama,2020-05-03,277,2,4903185
Alabama,2020-05-04,224,8,4903185
Alabama,2020-05-05,325,17,4903185
Alabama,2020-05-06,254,28,4903185
Alabama,2020-05-07,355,26,4903185
Alabama,2020-05-08,339,14,4903185
Alabama,2020-05-09,283,7,4903185
Alabama,2020-05-10,221,3,4903185
Alabama,2020-05-11,275,10,4903185
Alabama,2020-05-12,300,32,4903185
Alabama,2020-05-13,236,15,4903185
Alabama,2020-05-14,401,23,4903185
Alabama,2020-05-15,272,10,4903185
Alabama,2020-05-16,301,2,4903185
Alabama,2020-05-17,97,3,4903185
Alabama,2020-05-18,315,1,4903185
Alabama,2020-05-19,290,15,4903185
Alabama,2020-05-20,676,18,4903185
Alabama,2020-05-21,362,7,4903185
Alabama,2020-05-22,256,12,4903185
Alabama,2020-05-23,479,8,4903185
Alabama,2020-05-24,329,2,4903185
Alabama,2020-05-25,508,15,4903185
Alabama,2020-05-26,664,14,4903185
Alabama,2020-05-27,382,3,4903185
Alabama,2020-05-28,498,8,4903185
Alabama,2020-05-29,501,19,4903185
Alabama,2020-05-30,328,8,4903185
Alabama,2020-05-31,593,12,4903185
Alabama,2020-06-01,582,16,4903185
Alabama,2020-06-02,237,7,4903185
Alabama,2020-06-03,80,0,4903185
Alabama,2020-06-04,221,0,4903185
Alabama,2020-06-05,315,23,4903185
Alabama,2020-06-06,656,13,4903185
Alabama,2020-06-07,457,3,4903185
Alabama,2020-06-08,425,26,4903185
Alabama,2020-06-09,497,11,4903185
Alabama,2020-06-10,567,15,4903185
Alabama,2020-06-11,856,11,4903185
Alabama,2020-06-12,865,14,4903185
Alabama,2020-06-13,891,4,4903185
Alabama,2020-06-14,1014,0,4903185
Alabama,2020-06-15,657,1,4903185
Alabama,2020-06-16,640,11,4903185
Alabama,2020-06-17,400,5,4903185
Alabama,2020-06-18,894,20,4903185
Alabama,2020-06-19,796,12,4903185
Alabama,2020-06-20,547,16,4903185
Alabama,2020-06-21,472,1,4903185
Alabama,2020-06-22,433,2,4903185
Alabama,2020-06-23,643,23,4903185
Alabama,2020-06-24,967,27,4903185
Alabama,2020-06-25,1142,5,4903185
Alabama,2020-06-26,977,11,4903185
Alabama,2020-06-27,900,12,4903185
Alabama,2020-06-28,358,0,4903185
Alabama,2020-06-29,1734,10,4903185
Alabama,2020-06-30,870,21,4903185
Alabama,2020-07-01,917,22,4903185
Alabama,2020-07-02,1149,13,4903185
Alabama,2020-07-03,1754,21,4903185
Alabama,2020-07-04,997,1,4903185
Alabama,2020-07-05,1091,0,4903185
Alabama,2020-07-06,925,0,4903185
Alabama,2020-07-07,907,26,4903185
Alabama,2020-07-08,1177,25,4903185
Alabama,2020-07-09,2212,10,4903185
Alabama,2020-07-10,1334,36,4903185
Alabama,2020-07-11,1439,10,4903185
Alabama,2020-07-12,1640,7,4903185
Alabama,2020-07-13,1958,3,4903185
Alabama,2020-07-14,1710,40,4903185
Alabama,2020-07-15,1812,47,4903185
Alabama,2020-07-16,2021,19,4903185
Alabama,2020-07-17,2003,35,4903185
Alabama,2020-07-18,2143,21,4903185
Alabama,2020-07-19,1777,1,4903185
Alabama,2020-07-20,1880,4,4903185
Alabama,2020-07-21,1467,12,4903185
Alabama,2020-07-22,1455,61,4903185
Alabama,2020-07-23,2399,33,4903185
Alabama,2020-07-24,1793,41,4903185
Alabama,2020-07-25,2125,18,4903185
Alabama,2020-07-26,1164,17,4903185
Alabama,2020-07-27,1821,18,4903185
Alabama,2020-07-28,1251,0,4903185
Alabama,2020-07-29,1416,47,4903185
Alabama,2020-07-30,1980,27,4903185
Alabama,2020-07-31,1961,15,4903185
Alabama,2020-08-01,1626,23,4903185
Alabama,2020-08-02,2095,24,4903185
Alabama,2020-08-03,1217,6,4903185
Alabama,2020-08-04,1041,33,4903185
Alabama,2020-08-05,952,29,4903185
Alabama,2020-08-06,1938,19,4903185
Alabama,2020-08-07,1709,21,4903185
Alabama,2020-08-08,1872,20,4903185
Alabama,2020-08-09,1161,13,4903185
Alabama,2020-08-10,1686,29,4903185
Alabama,2020-08-11,831,50,4903185
Alabama,2020-08-12,935,35,4903185
Alabama,2020-08-13,771,8,4903185
Alabama,2020-08-14,752,3,4903185
Alabama,2020-08-15,1271,3,4903185
Alabama,2020-08-16,853,2,4903185
Alabama,2020-08-17,571,27,4903185
Alabama,2020-08-18,1357,11,4903185
Alabama,2020-08-19,1117,8,4903185
Alabama,2020-08-20,971,30,4903185
Alabama,2020-08-21,1183,22,4903185
Alabama,2020-08-22,900,15,4903185
Alabama,2020-08-23,528,2,4903185
Alabama,2020-08-24,1650,11,4903185
Alabama,2020-08-25,532,13,4903185
Alabama,2020-08-26,2012,8,4903185
Alabama,2020-08-27,1769,31,4903185
Alabama,2020-08-28,1162,31,4903185
Alabama,2020-08-29,1704,45,4903185
Alabama,2020-08-30,1346,10,4903185
Alabama,2020-08-31,823,20,4903185
Alabama,2020-09-01,1558,18,4903185
Alabama,2020-09-02,623,17,4903185
Alabama,2020-09-03,1046,16,4903185
Alabama,2020-09-04,1108,33,4903185
Alabama,2020-09-05,1410,9,4903185
Alabama,2020-09-06,511,1,4903185
Alabama,2020-09-07,659,0,4903185
Alabama,2020-09-08,633,1,4903185
Alabama,2020-09-09,811,8,4903185
Alabama,2020-09-10,1148,16,4903185
Alabama,2020-09-11,1138,32,4903185
Alabama,2020-09-12,943,17,4903185
Alabama,2020-09-13,1109,1,4903185
Alabama,2020-09-14,704,4,4903185
Alabama,2020-09-15,701,32,4903185
Alabama,2020-09-16,927,5,4903185
Alabama,2020-09-17,670,9,4903185
Alabama,2020-09-18,1106,27,4903185
Alabama,2020-09-19,1301,9,4903185
Alabama,2020-09-20,798,0,4903185
Alabama,2020-09-21,818,2,4903185
Alabama,2020-09-22,804,18,4903185
Alabama,2020-09-23,569,31,4903185
Alabama,2020-09-24,1053,18,4903185
Alabama,2020-09-25,2452,0,4903185
Alabama,2020-09-26,933,10,4903185
Alabama,2020-09-27,730,1,4903185
Alabama,2020-09-28,662,0,4903185
Alabama,2020-09-29,571,16,4903185
Alabama,2020-09-30,1147,23,4903185
Alabama,2020-10-01,1043,8,4903185
Alabama,2020-10-02,954,2,4903185
Alabama,2020-10-03,1682,8,4903185
Alabama,2020-10-04,789,0,4903185
Alabama,2020-10-05,544,1,4903185
Alabama,2020-10-06,764,21,4903185
Alabama,2020-10-07,941,21,4903185
Alabama,2020-10-08,557,36,4903185
Alabama,2020-10-09,1490,16,4903185
Alabama,2020-10-10,1061,11,4903185
Alabama,2020-10-11,816,0,4903185
Alabama,2020-10-12,734,1,4903185
Alabama,2020-10-13,1117,0,4903185
Alabama,2020-10-14,784,41,4903185
Alabama,2020-10-15,1185,50,4903185
Alabama,2020-10-16,1212,30,4903185
Alabama,2020-10-17,1288,2,4903185
Alabama,2020-10-18,964,0,4903185
Alabama,2020-10-19,859,1,4903185
Alabama,2020-10-20,1043,16,4903185
Alabama,2020-10-21,1146,23,4903185
Alabama,2020-10-22,1390,15,4903185
Alabama,2020-10-23,3852,16,4903185
Alabama,2020-10-24,2360,7,4903185
Alabama,2020-10-25,1079,0,4903185
Alabama,2020-10-26,967,0,4903185
Alabama,2020-10-27,1115,26,4903185
Alabama,2020-10-28,1269,19,4903185
Alabama,2020-10-29,1443,3,4903185
Alabama,2020-10-30,1347,18,4903185
Alabama,2020-10-31,1789,35,4903185
Alabama,2020-11-01,1700,6,4903185
Alabama,2020-11-02,907,0,4903185
Alabama,2020-11-03,1037,14,4903185
Alabama,2020-11-04,1848,19,4903185
Alabama,2020-11-05,1381,20,4903185
Alabama,2020-11-06,1556,23,4903185
Alabama,2020-11-07,1768,33,4903185
Alabama,2020-11-08,1205,2,4903185
Alabama,2020-11-09,1170,0,4903185
Alabama,2020-11-10,1710,36,4903185
Alabama,2020-11-11,2070,81,4903185
Alabama,2020-11-12,2000,12,4903185
Alabama,2020-11-13,2980,18,4903185
Alabama,2020-11-14,2226,15,4903185
Alabama,2020-11-15,1979,2,4903185
Alabama,2020-11-16,1410,1,4903185
Alabama,2020-11-17,1616,52,4903185
Alabama,2020-11-18,2638,46,4903185
Alabama,2020-11-19,2424,72,4903185
Alabama,2020-11-20,2463,32,4903185
Alabama,2020-11-21,2335,6,4903185
Alabama,2020-11-22,1798,0,4903185
Alabama,2020-11-23,1574,2,4903185
Alabama,2020-11-24,2785,13,4903185
Alabama,2020-11-25,2453,60,4903185
Alabama,2020-11-26,2639,40,4903185
Alabama,2020-11-27,917,0,4903185
Alabama,2020-11-28,2119,0,4903185
Alabama,2020-11-29,2236,5,4903185
Alabama,2020-11-30,2295,1,4903185
Alabama,2020-12-01,3376,60,4903185
Alabama,2020-12-02,3928,73,4903185
Alabama,2020-12-03,3531,65,4903185
Alabama,2020-12-04,3840,55,4903185
Alabama,2020-12-05,3390,46,4903185
Alabama,2020-12-06,2288,12,4903185
Alabama,2020-12-07,2352,3,4903185
Alabama,2020-12-08,4436,50,4903185
Alabama,2020-12-09,3522,43,4903185
Alabama,2020-12-10,4735,49,4903185
Alabama,2020-12-11,3853,52,4903185
Alabama,2020-12-12,4066,16,4903185
Alabama,2020-12-13,2790,0,4903185
Alabama,2020-12-14,2264,0,4903185
Alabama,2020-12-15,3638,22,4903185
Alabama,2020-12-16,4107,74,4903185
Alabama,2020-12-17,4695,56,4903185
Alabama,2020-12-18,5348,42,4903185
Alabama,2020-12-19,4221,93,4903185
Alabama,2020-12-20,2548,0,4903185
Alabama,2020-12-21,2380,0,4903185
Alabama,2020-12-22,4979,63,4903185
Alabama,2020-12-23,4758,135,4903185
Alabama,2020-12-24,4232,89,4903185
Alabama,2020-12-25,3625,4,4903185
Alabama,2020-12-26,1032,5,4903185
Alabama,2020-12-27,2170,6,4903185
Alabama,2020-12-28,2269,21,4903185
Alabama,2020-12-29,3907,25,4903185
Alabama,2020-12-30,5016,37,4903185
Alabama,2020-12-31,4406,53,4903185
Alabama,2021-01-01,4521,45,4903185
Alabama,2021-01-02,3711,0,4903185
Alabama,2021-01-03,2476,1,4903185
Alabama,2021-01-04,2161,5,4903185
Alabama,2021-01-05,5498,8,4903185
Alabama,2021-01-06,4591,108,4903185
Alabama,2021-01-07,5046,86,4903185
Alabama,2021-01-08,5057,111,4903185
Alabama,2021-01-09,4863,108,4903185
Alabama,2021-01-10,2750,35,4903185
Alabama,2021-01-11,2100,13,4903185
Alabama,2021-01-12,3848,226,4903185
Alabama,2021-01-13,3147,187,4903185
Alabama,2021-01-14,3588,185,4903185
Alabama,2021-01-15,2945,85,4903185
Alabama,2021-01-16,3153,89,4903185
Alabama,2021-01-17,1917,1,4903185
Alabama,2021-01-18,1430,1,4903185
Alabama,2021-01-19,2515,5,4903185
Alabama,2021-01-20,3112,157,4903185
Alabama,2021-01-21,2881,96,4903185
Alabama,2021-01-22,3551,107,4903185
Alabama,2021-01-23,3355,171,4903185
Alabama,2021-01-24,1728,3,4903185
Alabama,2021-01-25,1839,2,4903185
Alabama,2021-01-26,2900,234,4903185
Alabama,2021-01-27,3177,276,4903185
Alabama,2021-01-28,3648,168,4903185
Alabama,2021-01-29,2848,226,4903185
Alabama,2021-01-30,0,0,4903185
Alabama,2021-01-31,4057,122,4903185
Alabama,2021-02-01,1221,0,4903185
Alabama,2021-02-02,2078,206,4903185
Alabama,2021-02-03,2118,309,4903185
Alabama,2021-02-04,2767,162,4903185
Alabama,2021-02-05,1496,84,4903185
Alabama,2021-02-06,1992,64,4903185
Alabama,2021-02-07,1112,2,4903185
Alabama,2021-02-08,925,8,4903185
Alabama,2021-02-09,1318,56,4903185
Alabama,2021-02-10,1401,309,4903185
Alabama,2021-02-11,1503,133,4903185
Alabama,2021-02-12,1097,159,4903185
Alabama,2021-02-13,1189,62,4903185
Alabama,2021-02-14,1075,0,4903185
Alabama,2021-02-15,674,2,4903185
Alabama,2021-02-16,883,13,4903185
Alabama,2021-02-17,679,89,4903185
Alabama,2021-02-18,1198,78,4903185
Alabama,2021-02-19,847,149,4903185
Alabama,2021-02-20,774,17,4903185
Alabama,2021-02-21,857,2,4903185
Alabama,2021-02-22,677,0,4903185
Alabama,2021-02-23,1453,68,4903185
Alabama,2021-02-24,1247,84,4903185
Alabama,2021-02-25,890,87,4903185
Alabama,2021-02-26,739,38,4903185
Alabama,2021-02-27,834,61,4903185
Alabama,2021-02-28,569,0,4903185
Alabama,2021-03-01,517,2,4903185
Alabama,2021-03-02,652,60,4903185
Alabama,2021-03-03,2733,38,4903185
Alabama,2021-03-04,922,65,4903185
Alabama,2021-03-05,811,28,4903185
Alabama,2021-03-06,524,27,4903185
Alabama,2021-03-07,408,0,4903185
Alabama,2021-03-08,273,0,4903185
Alabama,2021-03-09,524,38,4903185
Alabama,2021-03-10,782,36,4903185
Alabama,2021-03-11,865,52,4903185
Alabama,2021-03-12,448,25,4903185
Alabama,2021-03-13,594,28,4903185
Alabama,2021-03-14,368,0,4903185
Alabama,2021-03-15,4556,2,4903185
Alabama,2021-03-16,488,8,4903185
Alabama,2021-03-17,759,26,4903185
Alabama,2021-03-18,572,28,4903185
Alabama,2021-03-19,531,34,4903185
Alabama,2021-03-20,508,11,4903185
Alabama,2021-03-21,373,0,4903185
Alabama,2021-03-22,319,0,4903185
Alabama,2021-03-23,10,14,4903185
Alabama,2021-03-24,922,37,4903185
Alabama,2021-03-25,427,17,4903185
Alabama,2021-03-26,442,19,4903185
Alabama,2021-03-27,492,3,4903185
Alabama,2021-03-28,319,0,4903185
Alabama,2021-03-29,228,0,4903185
Alabama,2021-03-30,361,1,4903185
Alabama,2021-03-31,408,27,4903185
Alabama,2021-04-01,478,0,4903185
Alabama,2021-04-02,400,54,4903185
Alabama,2021-04-03,349,30,4903185
Alabama,2021-04-04,194,0,4903185
Alabama,2021-04-05,109,1,4903185
Alabama,2021-04-06,196,14,4903185
Alabama,2021-04-07,338,0,4903185
Alabama,2021-04-08,464,23,4903185
Alabama,2021-04-09,318,11,4903185
Alabama,2021-04-10,354,26,4903185
Alabama,2021-04-11,311,0,4903185
Alabama,2021-04-12,172,0,4903185
Alabama,2021-04-13,1432,10,4903185
Alabama,2021-04-14,277,6,4903185
Alabama,2021-04-15,421,8,4903185
Alabama,2021-04-16,422,3,4903185
Alabama,2021-04-17,508,51,4903185
Alabama,2021-04-18,270,0,4903185
Alabama,2021-04-19,111,0,4903185
Alabama,2021-04-20,1443,8,4903185
Alabama,2021-04-21,412,9,4903185
Alabama,2021-04-22,682,17,4903185
Alabama,2021-04-23,428,16,4903185
Alabama,2021-04-24,421,11,4903185
Alabama,2021-04-25,233,0,4903185
Alabama,2021-04-26,217,1,4903185
Alabama,2021-04-27,359,2,4903185
Alabama,2021-04-28,376,25,4903185
Alabama,2021-04-29,430,8,4903185
Alabama,2021-04-30,409,9,4903185
Alabama,2021-05-01,387,17,4903185
Alabama,2021-05-02,288,0,4903185
Alabama,2021-05-03,187,0,4903185
Alabama,2021-05-04,0,0,4903185
Alabama,2021-05-05,662,17,4903185
Alabama,2021-05-06,565,16,4903185
Alabama,2021-05-07,314,20,4903185
Alabama,2021-05-08,419,12,4903185
Alabama,2021-05-09,244,0,4903185
Alabama,2021-05-10,106,0,4903185
Alabama,2021-05-11,310,7,4903185
Alabama,2021-05-12,347,12,4903185
Alabama,2021-05-13,1144,4,4903185
Alabama,2021-05-14,4918,23,4903185
Alabama,2021-05-15,2016,14,4903185
Alabama,2021-05-16,254,0,4903185
Alabama,2021-05-17,184,0,4903185
Alabama,2021-05-18,336,5,4903185
Alabama,2021-05-19,288,2,4903185
Alabama,2021-05-20,339,32,4903185
Alabama,2021-05-21,443,3,4903185
Alabama,2021-05-22,255,32,4903185
Alabama,2021-05-23,196,0,4903185
Alabama,2021-05-24,132,0,4903185
Alabama,2021-05-25,306,12,4903185
Alabama,2021-05-26,269,14,4903185
Alabama,2021-05-27,346,2,4903185
Alabama,2021-05-28,228,6,4903185
Alabama,2021-05-29,0,0,4903185
Alabama,2021-05-30,0,0,4903185
Alabama,2021-05-31,0,0,4903185
Alabama,2021-06-01,640,10,4903185
Alabama,2021-06-02,553,11,4903185
Alabama,2021-06-03,430,21,4903185
Alabama,2021-06-04,557,10,4903185
Alabama,2021-06-05,0,0,4903185
Alabama,2021-06-06,0,0,4903185
Alabama,2021-06-07,739,19,4903185
Alabama,2021-06-08,216,3,4903185
Alabama,2021-06-09,305,29,4903185
Alabama,2021-06-10,290,3,4903185
Alabama,2021-06-11,188,14,4903185
Alabama,2021-06-12,0,0,4903185
Alabama,2021-06-13,0,0,4903185
Alabama,2021-06-14,550,8,4903185
Alabama,2021-06-15,290,7,4903185
Alabama,2021-06-16,160,7,4903185
Alabama,2021-06-17,0,0,4903185
Alabama,2021-06-18,334,18,4903185
Alabama,2021-06-19,0,0,4903185
Alabama,2021-06-20,0,0,4903185
Alabama,2021-06-21,356,5,4903185
Alabama,2021-06-22,0,0,4903185
Alabama,2021-06-23,381,17,4903185
Alabama,2021-06-24,0,0,4903185
Alabama,2021-06-25,540,8,4903185
Alabama,2021-06-26,0,0,4903185
Alabama,2021-06-27,0,0,4903185
Alabama,2021-06-28,517,2,4903185
Alabama,2021-06-29,0,0,4903185
Alabama,2021-06-30,532,14,4903185
Alabama,2021-07-01,0,0,4903185
Alabama,2021-07-02,315,6,4903185
Alabama,2021-07-03,0,0,4903185
Alabama,2021-07-04,0,0,4903185
Alabama,2021-07-05,0,0,4903185
Alabama,2021-07-06,0,0,4903185
Alabama,2021-07-07,1613,29,4903185
Alabama,2021-07-08,0,0,4903185
Alabama,2021-07-09,1160,11,4903185
Alabama,2021-07-10,534,4,4903185
Alabama,2021-07-11,0,0,4903185
Alabama,2021-07-12,610,0,4903185
Alabama,2021-07-13,0,0,4903185
Alabama,2021-07-14,1398,26,4903185
Alabama,2021-07-15,965,11,4903185
Alabama,2021-07-16,999,3,4903185
Alabama,2021-07-17,901,1,4903185
Alabama,2021-07-18,724,0,4903185
Alabama,2021-07-19,718,0,4903185
Alabama,2021-07-20,1391,17,4903185
Alabama,2021-07-21,1632,2,4903185
Alabama,2021-07-22,1567,6,4903185
Alabama,2021-07-23,1733,4,4903185
Alabama,2021-07-24,1888,11,4903185
Alabama,2021-07-25,1536,0,4903185
Alabama,2021-07-26,1403,0,4903185
Alabama,2021-07-27,2667,9,4903185
Alabama,2021-07-28,2726,18,4903185
Alabama,2021-07-29,2730,6,4903185
Alabama,2021-07-30,0,0,4903185
Alabama,2021-07-31,5414,20,4903185
Alabama,2021-08-01,1798,0,4903185
Alabama,2021-08-02,1705,0,4903185
Alabama,2021-08-03,3307,6,4903185
Alabama,2021-08-04,3399,19,4903185
Alabama,2021-08-05,3817,13,4903185
Alabama,2021-08-06,3685,26,4903185
Alabama,2021-08-07,3891,24,4903185
Alabama,2021-08-08,0,0,4903185
Alabama,2021-08-09,4877,1,4903185
Alabama,2021-08-10,3815,23,4903185
Alabama,2021-08-11,3851,41,4903185
Alabama,2021-08-12,4167,35,4903185
Alabama,2021-08-13,3986,41,4903185
Alabama,2021-08-14,0,0,4903185
Alabama,2021-08-15,6992,33,4903185
Alabama,2021-08-16,2466,1,4903185
Alabama,2021-08-17,4023,33,4903185
Alabama,2021-08-18,4465,40,4903185
Alabama,2021-08-19,3890,42,4903185
Alabama,2021-08-20,3799,28,4903185
Alabama,2021-08-21,6210,58,4903185
Alabama,2021-08-22,3315,0,4903185
Alabama,2021-08-23,2588,0,4903185
Alabama,2021-08-24,0,0,4903185
Alabama,2021-08-25,0,0,4903185
Alabama,2021-08-26,11142,103,4903185
Alabama,2021-08-27,5033,50,4903185
Alabama,2021-08-28,6190,66,4903185
Alabama,2021-08-29,3433,3,4903185
Alabama,2021-08-30,3072,0,4903185
Alabama,2021-08-31,5206,61,4903185
Alabama,2021-09-01,4691,8,4903185
Alabama,2021-09-02,5312,39,4903185
Alabama,2021-09-03,5128,64,4903185
Alabama,2021-09-04,4420,20,4903185
Alabama,2021-09-05,2842,1,4903185
Alabama,2021-09-06,2566,1,4903185
Alabama,2021-09-07,2672,4,4903185
Alabama,2021-09-08,4791,68,4903185
Alabama,2021-09-09,4367,64,4903185
Alabama,2021-09-10,4800,53,4903185
Alabama,2021-09-11,4494,68,4903185
Alabama,2021-09-12,1794,3,4903185
Alabama,2021-09-13,2692,2,4903185
Alabama,2021-09-14,3944,40,4903185
Alabama,2021-09-15,3651,66,4903185
Alabama,2021-09-16,3972,72,4903185
Alabama,2021-09-17,2974,192,4903185
Alabama,2021-09-18,3462,161,4903185
Alabama,2021-09-19,2090,1,4903185
Alabama,2021-09-20,1920,0,4903185
Alabama,2021-09-21,3220,250,4903185
Alabama,2021-09-22,3018,205,4903185
Alabama,2021-09-23,3366,133,4903185
Alabama,2021-09-24,2569,123,4903185
Alabama,2021-09-25,2937,101,4903185
Alabama,2021-09-26,1633,0,4903185
Alabama,2021-09-27,1594,3,4903185
Alabama,2021-09-28,1984,130,4903185
Alabama,2021-09-29,2141,45,4903185
Alabama,2021-09-30,1702,99,4903185
Alabama,2021-10-01,1845,94,4903185
Alabama,2021-10-02,1480,76,4903185
Alabama,2021-10-03,892,1,4903185
Alabama,2021-10-04,736,1,4903185
Alabama,2021-10-05,1549,71,4903185
Alabama,2021-10-06,1272,70,4903185
Alabama,2021-10-07,1262,63,4903185
Alabama,2021-10-08,1049,81,4903185
Alabama,2021-10-09,919,101,4903185
Alabama,2021-10-10,653,1,4903185
Alabama,2021-10-11,467,1,4903185
Alabama,2021-10-12,886,10,4903185
Alabama,2021-10-13,1016,111,4903185
Alabama,2021-10-14,1050,121,4903185
Alabama,2021-10-15,1143,41,4903185
Alabama,2021-10-16,787,37,4903185
Alabama,2021-10-17,544,0,4903185
Alabama,2021-10-18,338,0,4903185
Alabama,2021-10-19,961,84,4903185
Alabama,2021-10-20,665,48,4903185
Alabama,2021-10-21,1065,9,4903185
Alabama,2021-10-22,1598,58,4903185
Alabama,2021-10-23,945,28,4903185
Alabama,2021-10-24,414,1,4903185
Alabama,2021-10-25,301,0,4903185
Alabama,2021-10-26,943,17,4903185
Alabama,2021-10-27,7393,8,4903185
Alabama,2021-10-28,2141,52,4903185
Alabama,2021-10-29,376,48,4903185
Alabama,2021-10-30,488,41,4903185
Alabama,2021-10-31,394,0,4903185
Alabama,2021-11-01,217,0,4903185
Alabama,2021-11-02,745,56,4903185
Alabama,2021-11-03,484,47,4903185
Alabama,2021-11-04,1089,58,4903185
Alabama,2021-11-05,575,52,4903185
Alabama,2021-11-06,583,48,4903185
Alabama,2021-11-07,292,0,4903185
Alabama,2021-11-08,223,0,4903185
Alabama,2021-11-09,995,45,4903185
Alabama,2021-11-10,178,38,4903185
Alabama,2021-11-11,686,17,4903185
Alabama,2021-11-12,722,0,4903185
Alabama,2021-11-13,600,47,4903185
Alabama,2021-11-14,259,0,4903185
Alabama,2021-11-15,258,0,4903185
Alabama,2021-11-16,542,18,4903185
Alabama,2021-11-17,496,26,4903185
Alabama,2021-11-18,492,18,4903185
Alabama,2021-11-19,473,20,4903185
Alabama,2021-11-20,680,10,4903185
Alabama,2021-11-21,272,0,4903185
Alabama,2021-11-22,253,0,4903185
Alabama,2021-11-23,619,13,4903185
Alabama,2021-11-24,416,16,4903185
Alabama,2021-11-25,398,13,4903185
Alabama,2021-11-26,0,0,4903185
Alabama,2021-11-27,357,0,4903185
Alabama,2021-11-28,157,0,4903185
Alabama,2021-11-29,176,1,4903185
Alabama,2021-11-30,477,3,4903185
Alabama,2021-12-01,536,24,4903185
Alabama,2021-12-02,767,14,4903185
Alabama,2021-12-03,595,15,4903185
Alabama,2021-12-04,478,13,4903185
Alabama,2021-12-05,361,0,4903185
Alabama,2021-12-06,281,0,4903185
Alabama,2021-12-07,630,14,4903185
Alabama,2021-12-08,687,4,4903185
Alabama,2021-12-09,549,0,4903185
Alabama,2021-12-10,592,40,4903185
Alabama,2021-12-11,713,22,4903185
Alabama,2021-12-12,330,0,4903185
Alabama,2021-12-13,294,0,4903185
Alabama,2021-12-14,1655,20,4903185
Alabama,2021-12-15,647,19,4903185
Alabama,2021-12-16,816,16,4903185
Alabama,2021-12-17,908,23,4903185
Alabama,2021-12-18,692,10,4903185
Alabama,2021-12-19,552,0,4903185
Alabama,2021-12-20,552,0,4903185
Alabama,2021-12-21,1254,15,4903185
Alabama,2021-12-22,1460,12,4903185
Alabama,2021-12-23,2060,22,4903185
Alabama,2021-12-24,2466,16,4903185
Alabama,2021-12-25,2449,0,4903185
Alabama,2021-12-26,863,0,4903185
Alabama,2021-12-27,1679,0,4903185
Alabama,2021-12-28,3705,18,4903185
Alabama,2021-12-29,5975,18,4903185
Alabama,2021-12-30,8256,1,4903185
Alabama,2021-12-31,8051,0,4903185
Alabama,2022-01-01,0,0,4903185
Alabama,2022-01-02,12927,0,4903185
Alabama,2022-01-03,4062,0,4903185
Alabama,2022-01-04,7572,41,4903185
Alabama,2022-01-05,11075,7,4903185
Alabama,2022-01-06,12626,40,4903185
Alabama,2022-01-07,12972,42,4903185
Alabama,2022-01-08,8332,39,4903185
Alabama,2022-01-09,12452,0,4903185
Alabama,2022-01-10,6250,0,4903185
Alabama,2022-01-11,8536,6,4903185
Alabama,2022-01-12,11204,11,4903185
Alabama,2022-01-13,0,0,4903185
Alabama,2022-01-14,0,0,4903185
Alabama,2022-01-15,0,0,4903185
Alabama,2022-01-16,51856,93,4903185
Alabama,2022-01-17,8058,0,4903185
Alabama,2022-01-18,6728,0,4903185
Alabama,2022-01-19,17106,22,4903185
Alabama,2022-01-20,15986,36,4903185
Alabama,2022-01-21,16525,32,4903185
Alabama,2022-01-22,16506,2,4903185
Alabama,2022-01-23,9807,0,4903185
Alabama,2022-01-24,5955,0,4903185
Alabama,2022-01-25,0,0,4903185
Alabama,2022-01-26,0,0,4903185
Alabama,2022-01-27,0,0,4903185
